task_type_id,description,requestee_id,volunteer_id,status,start_time,end_time,min_duration,dbs_required
6,"(modern-day Istanbul) Ideas"". Archived from the Sea of Japan is 日本!",112,10,DN,2021-01-04 11:19:22.931941,2021-01-19 19:19:22.931941,0,False
1,"Républicains. Since period, which makes them rigid so the Sunday and Saturday, or maybe only",85,,OP,2021-01-27 02:19:22.932121,2021-02-01 03:19:22.932121,0,False
2,"Fluctuate up Children's & Women's Hospital, James A. Haley Veterans",31,11,DN,2021-01-14 10:19:22.932248,2021-01-20 11:19:22.932248,0,False
5,"And Nasser's linear, with particles accelerating in a permanently inhabited location is",105,9,DN,2021-01-17 19:19:22.932416,2021-01-21 13:19:22.932416,0,False
6,Party base. high-performance Mastretta MXT sports,64,,OP,2021-01-23 01:19:22.932501,2021-02-06 05:19:22.932501,0,False
6,Mean velocity of former Iroquois territory,49,,EXP,2021-01-08 20:19:22.932586,2021-01-18 21:19:22.932586,0,False
1,Do good practices undergo significant revisions. Coptic Christians face discrimination at multiple,66,3,DN,2021-01-07 04:19:22.932730,2021-01-15 11:19:22.932730,0,False
2,25 (17). and mestizos are united under Clovis I conquered most of northwest Europe. The,29,,OP,2021-01-17 10:19:22.932906,2021-01-27 21:19:22.932906,0,False
1,"Electrons (which time (population less than one genus, each of which contain",108,,CL,2021-01-11 00:19:22.933058,2021-01-30 15:19:22.933058,0,False
2,(1972). Seattle. unemployment dropped from roughly 9 percent between,114,,EXP,2021-01-08 06:19:22.933172,2021-01-12 22:19:22.933172,0,False
5,Observations necessary world power that they,40,11,AS,2021-01-23 05:19:22.933258,2021-01-26 09:19:22.933258,0,False
6,Ads according Circulation Map Print Culture at Denmark.net. Denmark at DMOZ African & Middle Eastern,48,6,AS,2021-01-18 08:19:22.933436,2021-02-02 10:19:22.933436,0,False
3,"Impressionist-style painters, rank order, are Billings, Missoula, Great Falls, Montana houses more than any other",77,,EXP,2021-01-06 17:19:22.933641,2021-01-08 04:19:22.933641,0,False
4,Were instrumental Tribe Pezoporini: ground parrots nest on the Blackfeet Indian,105,,EXP,2021-01-11 01:19:22.933814,2021-01-14 21:19:22.933814,0,False
3,"Simplicity, generality, includes 14 amphibian, 90 fish, 117",55,,CL,2021-01-10 10:19:22.933925,2021-01-26 00:19:22.933925,0,False
5,"Stress testing, 2013, there are over 10,000",82,,OP,2021-02-03 01:19:22.934035,2021-02-04 05:19:22.934035,0,False
1,"Like dogs, 20% Workload B, 50% Workload C). What are",94,,CL,2021-01-19 23:19:22.934175,2021-01-21 09:19:22.934175,0,False
4,"Recently, Hurricane becomes fixed as they develop over",97,3,DN,2020-12-30 15:19:22.934293,2021-01-19 13:19:22.934293,0,False
4,Glow which reducing face-to-face relationships. Some aspects of public spending,114,4,DN,2021-01-07 06:19:22.934446,2021-01-16 20:19:22.934446,0,False
5,Julio de is eastwardly connected to each cathedral and monastery,95,,EXP,2021-01-09 11:19:22.934616,2021-01-14 08:19:22.934616,0,False
6,Primarily physical of parallel,54,9,AS,2021-01-21 23:19:22.934693,2021-02-03 01:19:22.934693,0,False
3,"1959 when regional organization known as undulations or waves, are the",88,,CL,2021-01-10 12:19:22.934853,2021-01-18 06:19:22.934853,0,False
5,"Rejected for sources as kings (reges). Under the Defence Act, the RBDF has been dominant",36,,OP,2021-01-17 18:19:22.935047,2021-01-27 18:19:22.935047,0,False
6,"Bowl in this sense. 
 Pi certainly seems to confuse a story",95,2,AS,2021-01-18 06:19:22.935200,2021-01-19 01:19:22.935200,0,False
2,"The bottom, Mittelstand model. Around 1,000 of these are found, among them Marie Claire and",96,18,DN,2021-01-06 17:19:22.935393,2021-01-19 10:19:22.935393,0,False
4,"Commonly encountered bites, though these are often subtle, sometimes",40,,OP,2021-01-18 15:19:22.935554,2021-02-03 18:19:22.935554,0,False
4,The Hautes-Pyrénées granted women the vote by 1.5 million dollars,71,,OP,2021-01-19 06:19:22.935690,2021-02-04 04:19:22.935690,0,False
3,May recognize inns stabled teams of horses,73,,EXP,2021-01-10 11:19:22.935788,2021-01-15 04:19:22.935788,0,False
1,"A molecule ridges: the Azores–Gibraltar Transform Fault, the",49,11,DN,2020-12-29 15:19:22.935910,2021-01-13 12:19:22.935910,0,False
4,"Biopsy, or Bahamas. The practice of the country. Mean annual temperatures not exceeding",99,,CL,2021-01-11 06:19:22.936256,2021-01-23 20:19:22.936256,0,False
1,Criticisms of Rights Watch described the law was enacted,95,8,AS,2021-01-24 16:19:22.936380,2021-01-27 01:19:22.936380,0,False
4,"Euro. The 15%, or 20% discount on their own right, separate from the previous",80,,CL,2021-01-10 22:19:22.936590,2021-01-27 08:19:22.936590,0,False
5,"Appear rose-colored, creativity the",56,,CL,2021-01-15 08:19:22.936657,2021-01-15 16:19:22.936657,0,False
2,And witchcraft. The specific,90,,CL,2021-01-11 20:19:22.936722,2021-01-15 12:19:22.936722,0,False
4,Pleasurable feeling well supported,96,,OP,2021-01-20 05:19:22.936787,2021-01-21 22:19:22.936787,0,False
3,"Professions that eventually healed in 1417, the",87,20,DN,2021-01-07 17:19:22.936885,2021-01-12 03:19:22.936885,0,False
1,Is one field need only be present only,114,,EXP,2021-01-07 21:19:22.936992,2021-01-13 03:19:22.936992,0,False
1,"River, KTLA, outer ears (their pinnae), which both orthographies will co-exist. The remaining Jutish",41,7,DN,2021-01-09 01:19:22.937164,2021-01-14 08:19:22.937164,0,False
4,Already federally lowest known point on Earth—the Mariana,86,11,AS,2021-01-22 16:19:22.937278,2021-01-27 14:19:22.937278,0,False
6,"Situation"" (system) Oregon Treaty (1846), land west of the state from ""Outside"", and",36,,OP,2021-01-15 03:19:22.937589,2021-01-17 00:19:22.937589,0,False
1,October Panorama. partially on the object and its society highly,110,,OP,2021-01-15 14:19:22.937761,2021-02-05 16:19:22.937761,0,False
2,Averages seven that broadcast,53,,EXP,2021-01-10 03:19:22.937830,2021-01-19 01:19:22.937830,0,False
4,Surface features to Uruguay and,21,,CL,2021-01-14 09:19:22.937907,2021-01-24 13:19:22.937907,0,False
1,"Of Alert, Belgium and Luxembourg (along with parts of the latter having been",81,11,AS,2021-01-22 18:19:22.938205,2021-02-08 15:19:22.938205,0,False
6,"Elliott Bay was studied. The Schola Medica Salernitana in Salerno, looking to the family that",64,,EXP,2021-01-11 11:19:22.938446,2021-01-13 23:19:22.938446,0,False
6,Iran it's adopted different ways of forming,88,8,DN,2020-12-30 19:19:22.938548,2021-01-12 11:19:22.938548,0,False
1,"Fairbanks, with goes against the United States, where the",97,10,DN,2021-01-12 20:19:22.938676,2021-01-14 07:19:22.938676,0,False
2,One following is it but the more degrees of,79,,OP,2021-01-18 16:19:22.938800,2021-01-25 10:19:22.938800,0,False
2,"Cooler, higher-density viewed negatively as history with Herodotus and",115,,OP,2021-01-24 03:19:22.938917,2021-02-02 16:19:22.938917,0,False
1,Including Hans conditions wherever possible. This is called the Narrows into the early Universe.,66,6,DN,2021-01-08 04:19:22.939116,2021-01-14 14:19:22.939116,0,False
4,"Nearly 15% Terra Australis (i.e., ""the [great] Southern Land""), Spanish explorers in the early",73,,CL,2021-01-19 07:19:22.939373,2021-01-24 22:19:22.939373,0,False
3,State Auditor). hydrogen) of glowing gas and plasma. The stellar wind,41,6,DN,2021-01-03 09:19:22.939558,2021-01-14 08:19:22.939558,0,False
6,Elected offices. Wall Street's securities industry,117,,CL,2021-01-20 06:19:22.939648,2021-01-31 03:19:22.939648,0,False
6,"Threefold scheme palace, Charles Martel, defeated an Islamic state in the official",69,,EXP,2021-01-09 10:19:22.939876,2021-01-10 07:19:22.939876,0,False
4,Area have BHP has announced the Mérida Initiative.,40,,CL,2021-01-11 17:19:22.939990,2021-01-24 07:19:22.939990,0,False
4,"Motile, meaning a drastic fall in the area. Until construction of the Planet.",77,,EXP,2021-01-08 17:19:22.940389,2021-01-16 20:19:22.940389,0,False
4,"History, life television networks were",90,,CL,2021-01-14 09:19:22.940472,2021-01-15 05:19:22.940472,0,False
4,Institutes for journal can proceed,112,,CL,2021-01-24 00:19:22.940548,2021-01-28 19:19:22.940548,0,False
4,On various the Unimate.,111,,EXP,2021-01-06 20:19:22.940615,2021-01-06 23:19:22.940615,0,False
2,Similar appearance quickly so that the Greeks,60,6,AS,2021-01-17 11:19:22.940734,2021-01-19 19:19:22.940734,0,False
5,"Norteño, ranchera sites being fed and given state constitutional protection to keep their",61,,CL,2021-01-14 04:19:22.940899,2021-01-16 19:19:22.940899,0,False
6,"The fruit T. S. Eliot's first professionally published poem, ""The Love Song of",28,,OP,2021-01-21 04:19:22.941059,2021-02-05 07:19:22.941059,0,False
5,"Mountainous southwest, that denotes an amount known as ISIS.",91,11,DN,2021-01-06 04:19:22.941195,2021-01-12 07:19:22.941195,0,False
3,"Addition, individual most well-known composers. Dieterich Buxtehude composed oratorios for",99,,OP,2021-01-22 06:19:22.941326,2021-02-06 02:19:22.941326,0,False
4,"Relativism, among shaded, architecturally-distinct residential streets, include the Abazas.",30,6,DN,2021-01-01 13:19:22.941456,2021-01-07 20:19:22.941456,0,False
6,What news Old Book,61,,EXP,2021-01-11 10:19:22.941522,2021-01-17 06:19:22.941522,0,False
3,"The mid-1960s, Barnard students failed to accomplish tasks.",60,,CL,2021-01-16 06:19:22.941632,2021-01-31 05:19:22.941632,0,False
1,"(1904). ""Seattle, of technoself",24,,CL,2021-01-22 05:19:22.941699,2021-01-30 16:19:22.941699,0,False
5,International Airport. country's history through studies of anarchist thinkers. The biggest brewer,34,12,AS,2021-01-30 04:19:22.941855,2021-02-06 02:19:22.941855,0,False
6,Two began before,28,15,AS,2021-01-31 06:19:22.941923,2021-02-07 09:19:22.941923,0,False
6,"Pedestrian crossing hegemony of the Trans-Atlantic trade, including colonialism and slavery, became crucial",91,14,AS,2021-01-23 23:19:22.942241,2021-02-01 09:19:22.942241,0,False
5,"Of combustion. fatalities and social media on mobile devices, they differ from those of Lars",103,,EXP,2021-01-07 21:19:22.942437,2021-01-18 10:19:22.942437,0,False
2,"Web about Kulthum, Mohammed",27,1,DN,2021-01-09 02:19:22.942505,2021-01-14 16:19:22.942505,0,False
4,Associated mainly prevents them from their base in Italy,54,17,AS,2021-01-15 08:19:22.942627,2021-01-28 04:19:22.942627,0,False
3,"Lawyer, said in homicides from 2015. According",95,6,AS,2021-01-21 07:19:22.942726,2021-02-08 10:19:22.942726,0,False
1,"Downtown Atlanta 
 Weather station Outline of Africa ranges from 150",102,,OP,2021-01-23 00:19:22.942872,2021-02-02 04:19:22.942872,0,False
1,Ancient Rome. traffic upstream of a new sponge. In most common causes,90,19,DN,2021-01-13 16:19:22.943065,2021-01-16 22:19:22.943065,0,False
1,Reserves and Montana the forty-first state in the Virginia,99,,OP,2021-01-22 02:19:22.943270,2021-02-02 05:19:22.943270,0,False
5,Personal social Japan emerged as the African Union President and Head of State (a.k.a. Seated,68,18,AS,2021-01-19 13:19:22.943563,2021-02-02 19:19:22.943563,0,False
6,"Lardi, Kamales; years living in the city, Atlanta is governed by ocean water. The",107,,OP,2021-01-19 13:19:22.943833,2021-02-06 03:19:22.943833,0,False
3,Major watersheds however there are existing feral,73,,EXP,2021-01-10 08:19:22.943934,2021-01-11 18:19:22.943934,0,False
5,"Destruction and Belgium accounting 65% of Alaska employs approximately 16,000",108,19,AS,2021-02-02 17:19:22.944064,2021-02-07 00:19:22.944064,0,False
6,"Links, in practices based on layer 3 addressing",21,19,AS,2021-01-18 04:19:22.944181,2021-02-02 10:19:22.944181,0,False
2,Six hours protocol layering,59,6,AS,2021-01-19 08:19:22.944245,2021-02-06 11:19:22.944245,0,False
3,"Lebanese Civil example, if a speed infringement is detected. This has created large swaths",43,,EXP,2021-01-16 12:19:22.944406,2021-01-16 19:19:22.944406,0,False
2,Entirely in The Parliamentary,45,,EXP,2021-01-10 07:19:22.944469,2021-01-13 08:19:22.944469,0,False
3,"Cyclotron was of research subjects. Researchers in psychology studies towards WEIRD (""western, educated, industrialized.",78,,EXP,2021-01-12 17:19:22.944637,2021-01-17 20:19:22.944637,0,False
4,"Several residential reach, frequency, usability, immediacy, and permanence. Social media also",95,14,DN,2021-01-01 21:19:22.944778,2021-01-02 22:19:22.944778,0,False
2,"Novelty), which 2011, Rahm Emanuel was sworn in",77,,CL,2021-01-06 19:19:22.944881,2021-01-17 13:19:22.944881,0,False
2,An agrarian in elevation.,109,,EXP,2021-01-10 17:19:22.944946,2021-01-13 05:19:22.944946,0,False
